nom_scientifique,ID,nom_commun,autres_noms,id_famille,taille_adulte_₋,taille_adulte_₊,profondeur_habituelle_-,profondeur_habituelle₊,Colonne_d_eau,reglementation,danger,mode_de_vie,entrainement_modele,A_entrainer,Cotes_françaises,Mediterranée,Atlantique,Manche,Mer du Nord,Pêche_commerciale,IUCN_red_list,citation_ouvrages,citation_doris,lien_fiche_doris,Unnamed: 3,label,nb_images
Masturus lanceolatus,134,Le poisson lune lacéolé,,31,150.0,300,0.0,300.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Mauligobius maderensis,408,Le gobie de Madère,,85,10.0,15,0.0,3.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Megalops atlanticus,14,Le tarpon atlantique,,3,103.0,108,2.0,15.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Melanogrammus aeglefinus,296,L’églefin,,52,60.0,75,50.0,200.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Merlangius merlangus,292,Le merlan,,52,40.0,50,30.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Merluccius merluccius,97,Le merlu commun,,22,80.0,110,70.0,3000.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Micrenophrys lilljeborgii,371,Le chabot nain,,84,6.0,8,0.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Microchirus azevia,561,La sole perdrix brune,,117,30.0,40,20.0,250.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Microchirus boscanion,558,La sole perdrix à nageoires striées,,117,10.0,12,10.0,200.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Microchirus hexophthalmus,560,La sole à 6 yeux,,117,18.0,22,5.0,150.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Microchirus ocellatus,559,La sole perdrix ocellée,,117,18.0,22,20.0,400.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Microchirus variegatus,562,La sole perdrix panachée,,117,15.0,18,50.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Microlipophrys adriaticus,350,La blennie de l’Adriatique,,82,4.0,5,0.0,0.5,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Microlipophrys canevae,352,La blennie de Caneva,,82,6.0,7,0.5,2.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DIDIERLAURENT Sylvie, BODILIS Pascaline in : DORIS, 08/02/2021 : Microlipophrys canevae (Vinciguerra, 1880)",https://doris.ffessm.fr/ref/specie/2715,,52,289.0
Microlipophrys dalmatinus,351,La blennie dalmate,,82,3.0,4,0.5,2.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Microlipophrys nigriceps,353,La blennie à tête noire,,82,3.0,4,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Micromesistius poutassou,299,Le merlan bleu,,52,30.0,45,30.0,400.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Microstomus kitt,534,La limande-sole,,113,35.0,40,20.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Millerigobius macrocephalus,406,Le gobie nain à grosse tête,,85,4.0,4.5,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Mobula mobular,682,Diable de Mer Méditerranéen,,149,300.0,550,0.0,20.0,Pleine eau,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," TRELUT Pascal, SITTLER Alain-Pierre, MALIET Vincent, BAUS Frédéric in : DORIS, 30/09/2022 : Mobula mobular (Bonnaterre, 1788)",https://doris.ffessm.fr/ref/specie/2912,,,
Mola mola,133,Le poisson lune,,31,150.0,200,0.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Molva dipterygia,285,La lingue bleue,,52,100.0,150,200.0,1000.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Molva molva,284,La lingue franche,,52,140.0,160,50.0,300.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Monochirus hispidus,563,La sole velue,,117,15.0,18,10.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Mora moro,283,Le moro commun,,66,50.0,65,200.0,800.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Mugil cephalus,57,Le mulet à grosse tête,,18,60.0,90,0.0,5.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Mullus barbatus,454,Le rouget-barbet de vase,,86,18.0,23,30.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DIDIERLAURENT Sylvie, LAMARE Véronique, PASTOR Jérémy in : DORIS, 16/08/2022 : Mullus barbatus Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/579,,72,330.0
Mullus surmuletus,453,Le rouget-barbet de roche,,86,25.0,30,3.0,80.0,Vivent sur le fond,,,,oui,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," PETIT DE VOIZE Patrice, PEAN Michel, JEGLOT Samuel in : DORIS, 17/08/2022 : Mullus surmuletus Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/500,,71,1205.0
Muraena helena,504,La murène commune,,103,120.0,130,5.0,50.0,Vivent sur le fond,,Morsure possible,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LA RIVIERE Marie, PEAN Michel, HARMELIN Jean-Georges in : DORIS, 06/12/2022 : Muraena helena Linnaeus, 1758",https://doris.ffessm.fr/ref/specie/740,,83,755.0
Muraena melanotis,505,La murène à pois,,103,60.0,80,1.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Muraenesox cinereus,516,Le congre-brochet à dents de sabre,,105,150.0,170,20.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Mustelus asterias,604,L'Emissole tachetée,,127,100.0,130,10.0,200.0,Pres du fond,,,"Vit sur les fonds meubles, sable et gravier, Espece occasionnelle",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MALIET Vincent, SERET Bernard, KUPFER Michel in : DORIS, 10/11/2020 : Mustelus asterias Cloquet, 1821",https://doris.ffessm.fr/ref/specie/1186,,,
Mustelus mustelus,605,L'Emissole lisse,,127,100.0,120,10.0,60.0,Pres du fond,,,Vit sur les fonds rocheux et sableux. Espece occasionnelle,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Mustelus punctulatus,606,L'Emissole pointillée,,127,120.0,190,3.0,200.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Mycteroperca rubra,267,Le mérou royal,,61,40.0,50,15.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Myliobatis aquila,680,La raie aigle,,148,100.0,120,10.0,60.0,Pleine eau (fond pour se nourrir),,Aiguillon venimeux sur la queue juste derrière la nageoire dorsale,"Fonds meubles côtiers, proximité des secs et promontoires rocheux.",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DUMAS Jacques, ZIEMSKI Frédéric, ANDRÉ Frédéric in : DORIS, 02/08/2022 : Myliobatis aquila (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/903,,,
Mynyichthys sentus,599,Le syngnathe nain,,32,5.0,6,50.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Myoxocephalus quadricornis,372,Le chaboisseau quadricorne,,84,25.0,38,0.0,25.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Myoxocephalus scorpius,370,Le chaboisseau commun,,84,25.0,30,1.0,25.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Myxine glutinosa,493,La myxine,,99,30.0,80,20.0,600.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Naucrates ductor,93,Le poisson-pilote,,20,40.0,50,1.0,15.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Negaprion brevirostris,646,Le requin citron,,140,300.0,340,0.0,100.0,Souvent à faible profondeur,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," ROGER Jean, SITTLER Alain-Pierre in : DORIS, 13/01/2019 : Negaprion brevirostris (Poey, 1868)",https://doris.ffessm.fr/ref/specie/830,,,
Nerophis lumbriciformis,598,Le nérophis lombricoïde,,32,12.0,15,0.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," ZIEMSKI Frédéric, BORG David in : DORIS, 10/11/2020 : Nerophis lumbriciformis (Jenyns, 1835)",https://doris.ffessm.fr/ref/specie/1404,,95,259.0
Nerophis maculatus,596,Le nérophis tacheté,,32,20.0,25,1.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Nerophis ophidion,597,Le nèrophis ophidion,,32,22.0,25,1.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Nettastoma melanura,519,La sorcière à queue noire,,107,60.0,80,80.0,400.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Ninnigobius canestrinii,444,Le gobie de Canestrini,,85,5.0,6.7,,,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Nomeus gronovii,94,Le dérivant des physalies,,21,20.0,28,0.0,10.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Oblada melanurus,175,L’oblade,,44,15.0,20,0.0,10.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," WACQUANT Claude, LAMARE Véronique in : DORIS, 17/04/2021 : Oblada melanura (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/720,,2,922.0
Odondebuenia balearica,410,Le gobie des Baléares,,85,3.7,3.9,25.0,40.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Odontaspis ferox,624,Le requin feroce,,138,370.0,400,40.0,300.0,,,,En profondeur sur les substrats meubles ou rocheux,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," COZIC Celine, MALIET Vincent, GIRARD Pascal in : DORIS, 19/01/2021 : Odontaspis ferox Risso, 1810",https://doris.ffessm.fr/ref/specie/4906,,,
Oedalechilus labeo,56,Le mulet labeon,,18,18.0,25,0.0,10.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DIDIERLAURENT Sylvie, COUDRE Christian in : DORIS, 11/02/2021 : Oedalechilus labeo (Cuvier, 1829)",https://doris.ffessm.fr/ref/specie/2596,,89,377.0
Oncorhynchus gorbuscha,48,Le saumon à bosse,,14,50.0,65,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Oncorhynchus keta,46,Le saumon argenté,,14,70.0,100,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Oncorhynchus kisutch,47,Le saumon coho,,14,65.0,90,0.0,50.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Oncorhynchus mykiss,45,La truite arc en ciel,,14,60.0,80,1.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Opeatogenys gracilis,580,Le porte ecuelle grêle,,124,2.0,3,3.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Ophichthus rufus,513,Le sepenton jaunâtre,,104,50.0,60,50.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Ophichtus ophis,514,Le serpenton tacheté,,104,80.0,100,10.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Ophidion barbatum,530,La donzelle à nageoires noires,,112,20.0,26,10.0,100.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Ophidion rochei,529,La donzelle à nageoires jaunes,,112,20.0,25,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Ophioblennius atlanticus,356,La blennie Atlantique,,82,15.0,18,1.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Ophisurus serpens,515,Le serpenton à long nez,,104,180.0,200,50.0,300.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Orcynopsis unicolor,111,La palomette,,25,100.0,130,0.0,40.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Osmerus eperlanus,51,L’eperlan,,15,20.0,35,0.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Oxynotus centrina,619,La centrine,,135,80.0,100,60.0,500.0,,,,"Fonds meubles ou corraligènes, espece profonde",,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," MALIET Vincent, GIRARD Pascal in : DORIS, 19/01/2021 : Oxynotus centrina Linné, 1758",https://doris.ffessm.fr/ref/specie/1664,,,
Oxyurichthys papuensis,425,Le gobie à tête de grenouille,,85,9.0,11,30.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pagellus acarne,184,Le pageot acarné,,44,25.0,30,20.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pagellus bogaraveo,185,La dorade rose,,44,50.0,60,30.0,300.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pagellus erythrinus,186,Le pageot commun,,44,30.0,40,20.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pagrus auriga,188,Le pagre rayé,,44,40.0,60,10.0,80.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pagrus coeruleostictus,189,Le pagre à points bleus,,44,60.0,70,20.0,80.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pagrus pagrus,187,Le pagre commun,,44,50.0,70,15.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pampus argenteus,28,Le pampus argenté,,6,50.0,65,0.0,30.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Panturichthys fowleri,518,L’anguille à tête courte,,106,60.0,70,30.0,60.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Parablennius gattorugine,336,La blennie gattorugine,,82,20.0,25,3.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," ADER Denis, ANDLAUER Anne, DUMAS Jacques, HUET Sylvie in : DORIS, 24/10/2022 : Parablennius gattorugine (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/653,,44,838.0
Parablennius incognitus,342,La blennie diabolo,,82,6.0,7,0.5,3.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DE CASAMAJOR Marie-Noëlle, BLACHE Sébastien, BACHELET Guy, BARRABES Michel in : DORIS, 16/04/2021 : Parablennius incognitus (Bath, 1968)",https://doris.ffessm.fr/ref/specie/800,,48,351.0
Parablennius pilicornis,340,La blennie pilicorne,,82,9.0,10,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," BAECKEROOT Gérard, BARRABES Michel, DE CASAMAJOR Marie-Noëlle, MARAN Vincent in : DORIS, 24/10/2022 : Parablennius pilicornis (Cuvier, 1829)",https://doris.ffessm.fr/ref/specie/705,,47,592.0
Parablennius rouxi,339,La blennie de roux,,82,6.0,7,3.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," LAMARE Véronique, BURON Daniel in : DORIS, 18/04/2021 : Parablennius rouxi (Cocco, 1833)",https://doris.ffessm.fr/ref/specie/168,,46,300.0
Parablennius ruber,337,La blennie rouge,,82,8.0,9,3.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Parablennius sanguinolentus,338,La blennie palmicorne,,82,18.0,20,0.0,2.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," COUDRE Christian, ANDRÉ Frédéric in : DORIS, 18/07/2022 : Parablennius sanguinolentus (Pallas, 1814)",https://doris.ffessm.fr/ref/specie/1532,,45,420.0
Parablennius tentacularis,341,La blennie cornue,,82,9.0,12,5.0,15.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Parablennius zvonimiri,343,La blennie de Zvonimir,,82,6.0,7,1.0,5.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," PAVON Daniel, LE BRIS Sylvain in : DORIS, 11/11/2020 : Parablennius zvonimiri (Kolombatovic, 1892)",https://doris.ffessm.fr/ref/specie/3500,,49,356.0
Paraconger macrops,499,Le congre à tache noire,,100,40.0,50,30.0,80.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Paragaleus pectoralis,609,Le milandre jaune,,129,120.0,140,5.0,100.0,,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Parapristipoma humile,203,Le grondeur à nageoires jaunes,,46,25.0,30,10.0,50.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Parapristipoma octolineatum,204,Le grondeur rayé,,46,30.0,35,10.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Parexocoetus mento,22,Le poisson volant à dorsale sombre,,4,10.0,13,0.0,3.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Parophidion vassali,528,La donzelle à nageoires rouges,,112,20.0,26,20.0,200.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pegusa lascaris,556,La sole pole,,117,25.0,30,20.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pelates quadrilineatus,209,Le terapon à 4 lignes,,47,10.0,12,0.0,20.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pempheris vanicolensis,305,Le poisson hachette,,70,12.0,13,0.0,30.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Peristedion cataphractum,466,Le malarmat,,89,25.0,30,50.0,500.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Petromyzon marinus,490,La lamproie marine,,98,70.0,80,5.0,20.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Petroscirtes ancylodon,344,La blennie à dents de sabre d’Arabie,,82,9.0,11.5,0.0,10.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Pholis gunnellus,525,La gonnelle,,110,22.0,25,0.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," SCAPS Patrick, MARAN Vincent, ZIEMSKI Frédéric in : DORIS, 27/03/2021 : Pholis gunnellus (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/122,,84,393.0
Phrynorhombus norvegicus,550,Le petit turbot de roche,,116,12.0,14,20.0,50.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Phtheirichthys lineatus,151,Le rémora grêle,,39,45.0,76,,,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Phycis blennoides,287,La mostelle de fond,,52,50.0,70,100.0,450.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Phycis phycis,286,La mostelle de roche,,52,40.0,50,20.0,100.0,près du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," VIGNAUD Thomas, PERRIER Philippe, PASTOR Jérémy, PEAN Michel in : DORIS, 01/11/2021 : Phycis phycis (Linnaeus, 1766)",https://doris.ffessm.fr/ref/specie/264,,39,331.0
Pisodonophis semicinctus,511,Le serpenton à selles,,104,60.0,80,10.0,30.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Planiliza carinata,61,Le mulet errant,,18,18.0,30,0.0,10.0,loin du fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p.",,,,,
Platichthys flesus,532,Le flet,,113,35.0,40,1.0,25.0,Vivent sur le fond,,,,,,,,,,,,,"Patrick Louisy, Guide d’identification des poissons marins, europe et mediterranée, Ed. ULMER, 430 p."," DON Jérémy, TOURENNE Murielle, BARRABES Michel, CHANET Bruno in : DORIS, 09/11/2020 : Platichthys flesus (Linnaeus, 1758)",https://doris.ffessm.fr/ref/specie/801,,85,406.0
